"Provincia","Canton","SquareMetersConstruction","SquareMetersTerrain","Price"
"Heredia","Heredia",72,125,112000
"San José","San José",0,0,NA
"San José","Escazú",600,2240,695000
"Guanacaste","Liberia",180,220,64410
"San José","Alajuelita",140,220,121600
"Heredia","Heredia",200,202,165000
"San José","San José",400,496,420000
"Cartago","Cartago",140,150,106400
"San José","Vásquez de Coronado",150,150,95000
"San José","San José",0,0,NA
"Cartago","Cartago",0,0,NA
"San José","Moravia",120,128,123500
"Cartago","Cartago",228,0,13300
"San José","Vásquez de Coronado",155,155,129200
"Puntarenas","Puntarenas",120,120,47500
"San José","Vásquez de Coronado",90,166,62700
"Alajuela","Alajuela",0,0,135000
"San José","Vásquez de Coronado",135,135,83600
"Heredia","Heredia",320,540,323000
"Heredia","Santa Bárbara",180,10819,380000
"San José","Montes de Oca",170,220,205000
"Heredia","San Isidro",230,300,171000
"Heredia","Santa Bárbara",152,500,215000
"Heredia","Barva",400,760,425000
"Heredia","San Rafael",350,2000,350000
"Alajuela","San Carlos",250,2900,NA
"Heredia","San Rafael",120,852,350000
"Alajuela","Grecia",220,280,161500
"San José","Tibás",240,300,160000
"Alajuela","Poás",110,156,93100
"Alajuela","San Carlos",120,167.77,74100
"Alajuela","San Carlos",85,197,98800
"Alajuela","Alajuela",270,300,155800
"Heredia","Santa Bárbara",130,170,87400
"Heredia","Heredia",200,126,123500
"San José","Goicoechea",150,130,112100
"San José","Vásquez de Coronado",200,1251,415000
"San José","Goicoechea",172,172,118750
"Cartago","La Unión",573,3600,840000
"San José","Montes de Oca",200,227,230000
"Cartago","La Unión",140,201.36,190000
"San José","San José",169,286,165000
"San José","Escazú",0,0,4e+05
"San José","San José",287,139,205000
"San José","San José",0,0,NA
"San José","Moravia",250,186,210000
"San José","Moravia",250,467,4e+05
"San José","Aserrí",122,122,89300
"Guanacaste","Santa Cruz",90,150,62700
"San José","Moravia",0,0,104500
"Alajuela","Atenas",85,252,120000
"Heredia","Heredia",129,139.63,150000
"San José","Curridabat",226,205,250000
"Cartago","La Unión",452,289,340000
"Heredia","Santo Domingo",237,265,210000
"Heredia","Heredia",160,185,198000
"San José","Curridabat",200,313,3e+05
"Cartago","El Guarco",127,148,123500
"San José","Vásquez de Coronado",280,3200,260000
"San José","Escazú",210,250,1800
"San José","Escazú",250,350,450000
"San José","Santa Ana",340,650,540000
"San José","Escazú",333,450,350000
"San José","Santa Ana",575,1100,535000
"Cartago","Cartago",110,139,83410
"San José","San José",175,205,164000
"Heredia","San Pablo",250,175,225000
"Heredia","Flores",120,525,295000
"Guanacaste","Nicoya",110,10000,152000
"San José","Santa Ana",300,860,315000
"San José","Goicoechea",365,549,261240.5
"San José","Santa Ana",302,744,210151.0675
"San José","San José",0,230,130000
"San José","Santa Ana",375,4099,596042.92
"San José","Goicoechea",258,4366,228039.9
"San José","San José",220,220,132810
"San José","Desamparados",150,150,66481
"San José","Desamparados",110,110,89205
"San José","Desamparados",110,143,47500
"Cartago","El Guarco",118,152,135000
"San José","Moravia",156,160,180000
"Heredia","Santo Domingo",150,180,133000
"Heredia","Barva",200,164,138700
"Heredia","Barva",115,156,123500
"Heredia","Barva",171,70,110200
"Heredia","Barva",120,225,130000
"Puntarenas","Puntarenas",74,225,30400
"San José","Desamparados",288,288,152000
"Heredia","Heredia",90,330,150000
"Heredia","San Rafael",0,0,NA
"Heredia","Barva",280,420,360000
"Heredia","Heredia",220,220,118750
"San José","San José",600,518,505000
"Heredia","San Isidro",140,320,142500
"Alajuela","Alajuela",65,205,83500
"Alajuela","Atenas",650,7000,7e+05
"Alajuela","San Ramón",319,504,295000
"Limón","Pococí",0,0,522.5
"Guanacaste","La Cruz",400,450,180000
"Guanacaste","La Cruz",400,450,180000
"Guanacaste","La Cruz",400,450,180000
"Heredia","Barva",0,0,165300
"San José","Desamparados",0,0,133000
"Alajuela","Alajuela",160,182,130000
"Heredia","Heredia",0,0,91200
"Guanacaste","Liberia",457,80000,1500000
"San José","Montes de Oca",0,0,220000
"Alajuela","Alajuela",68.5,200,82000
"Limón","Talamanca",110,330,127000
"San José","Escazú",625,2240,7e+05
"Heredia","Heredia",160,160,0.0019
"San José","Escazú",430,902,525000
"San José","Desamparados",0,1600,NA
"Heredia","Belén",0,0,NA
"San José","Goicoechea",220,90,140000
"Heredia","Heredia",190,170,161500
"Puntarenas","Esparza",346,768,167974.5426
"Alajuela","San Carlos",96,910,76000
"Heredia","San Isidro",183,340,210000
"Heredia","Santo Domingo",300,700,370000
"Alajuela","Grecia",600,1800,545000
"Alajuela","Atenas",400,3600,550000
"Alajuela","Atenas",150,140,152000
"Heredia","Heredia",120,120,95000
"Guanacaste","Liberia",175,641,189114.8679
"Heredia","Santo Domingo",360,520,297000
"San José","Desamparados",0,0,108300
"San José","Mora",0,0,NA
"Limón","Siquirres",120,120,30400
"San José","Curridabat",290,500,420000
"Cartago","Cartago",320,250,330000
"San José","Moravia",250,350,190000
"Puntarenas","Corredores",100,160,57000
"San José","Dota",293,6262,285000
"Cartago","Oreamuno",201,198,152000
"Heredia","Heredia",0,0,129200
"Heredia","Santo Domingo",0,0,164350
"San José","Moravia",196,911,195000
"Heredia","San Pablo",0,0,160550
"Heredia","Heredia",0,0,170050
"San José","Montes de Oca",210,175,220000
"Heredia","Barva",0,0,139650
"Heredia","Heredia",275,175,169100
"Alajuela","Alajuela",580,3500,8e+05
"San José","Goicoechea",317,787,338629.2442
"Cartago","Oreamuno",250,250,66500
"Heredia","Heredia",142,161,175000
"San José","Puriscal",150,1648,95000
"San José","Vásquez de Coronado",350,2000,385000
"San José","San José",450,334,378702.8529
"Alajuela","Alajuela",230,300,152000
"Alajuela","Alajuela",170,362,228000
"Alajuela","Alajuela",230,277,199500
"Heredia","San Pablo",150,160,129200
"San José","Escazú",335,412,260000
"Alajuela","Alajuela",315,259,209000
"Alajuela","Alajuela",168,168,110200
"San José","Curridabat",135,89,185000
"Heredia","Heredia",144,191,104500
"Heredia","Heredia",186,126,112100
"San José","Goicoechea",0,0,230000
"San José","Santa Ana",4099,315,550000
"Heredia","Heredia",100,300,247000
"San José","Escazú",590,3951,495000
"San José","Escazú",400,600,650000
"San José","Santa Ana",575,1100,535000
"San José","Escazú",450,650,450000
"San José","Escazú",200,350,290000
"San José","San José",500,850,450000
"San José","Montes de Oca",457,850,650000
"San José","Mora",600,980,950000
"Cartago","Cartago",136,152,106400
"Cartago","Cartago",103,150,70110
"San José","Escazú",160,427,89000
"San José","Alajuelita",123,123,35150
"Puntarenas","Puntarenas",250,7000,365000
"San José","Tibás",400,210,148200
"Puntarenas","Puntarenas",536,4000,795000
"Heredia","San Rafael",400,620,450000
"San José","Montes de Oca",390,538,350000
"San José","Tibás",280,171,280000
"Cartago","La Unión",102,154,79800
"Heredia","San Rafael",134,140,122930
"San José","Vásquez de Coronado",270,254,152000
"Heredia","Barva",70,171,110200
"Alajuela","Upala",56,199,28500
"Cartago","Cartago",130,137,79800
"San José","Vásquez de Coronado",230,2500,285000
"Heredia","San Pablo",125,150,130000
"Heredia","San Isidro",0,0,152000
"San José","Goicoechea",320,230,275000
"San José","Desamparados",135,192,128000
"Heredia","Sarapiquí",120,967,53200
"Heredia","Flores",0,0,NA
"Guanacaste","Carrillo",0,0,NA
"San José","San José",0,0,NA
"Alajuela","Alajuela",0,640,NA
"Alajuela","Alajuela",0,640,NA
"Cartago","Cartago",100,153,95000
"Heredia","Heredia",120,120,80750
"Heredia","Heredia",120,120,85500
"Heredia","Santo Domingo",217,522,294500
"Heredia","Heredia",200,339,209000
"San José","Desamparados",250,370,161500
"Heredia","Heredia",300,162,NA
"San José","Desamparados",280,188,199000
"San José","Desamparados",90,90,60800
"Cartago","La Unión",360,1350,590000
"San José","San José",0,0,NA
"Alajuela","Alajuela",170,214,178000
"Heredia","Santo Domingo",0,140,160000
"Puntarenas","Esparza",346,768,167974.5502
"Heredia","Heredia",244,244,170000
"Heredia","Barva",350,468,304000
"San José","Curridabat",160,80,190000
"Cartago","Paraíso",100,580,53010
"Puntarenas","Puntarenas",0,287,72200
"San José","Montes de Oca",152,176,157500
"Heredia","Heredia",100,120,119700
"Heredia","Santa Bárbara",300,711,275000
"San José","Curridabat",200,250,190000
"Cartago","La Unión",250,243,295000
"Alajuela","Grecia",45,275,72200
"San José","Goicoechea",0,0,230000
"San José","Santa Ana",4099,315,550000
"San José","Curridabat",580,2543,1500000
"San José","Vásquez de Coronado",0,0,NA
"Heredia","Belén",0,249,450000
"Alajuela","Alajuela",300,1218,480000
"San José","Moravia",250,260,190000
"Puntarenas","Garabito",200,300,180500
"Alajuela","Alajuela",175,215,85500
"San José","Santa Ana",347,302,290320
"Alajuela","Alajuela",540,2000,659000
"San José","Escazú",663,5.35,6e+05
"Heredia","Heredia",250,208,235000
"Heredia","Heredia",260,323,265000
"Cartago","Oreamuno",115,214,152000
"Heredia","Santa Bárbara",155,297,144400
"Heredia","San Isidro",146.5,301,210000
"Heredia","Barva",213,230,180000
"San José","San José",0,0,NA
"Alajuela","Alajuela",117,195,121600
"San José","Puriscal",0,250,49400
"San José","San José",190,90,94810
"Cartago","Cartago",160,180,76000
"San José","Escazú",350,2000,610000
"Heredia","Heredia",147,288,189900
"Heredia","Heredia",177,120,97280
"Alajuela","Alajuela",0,467,123500
"San José","Santa Ana",0,0,494
"Alajuela","San Mateo",125,345,30400
"Heredia","Heredia",0,0,132050
"Heredia","Santo Domingo",0,0,164350
"Alajuela","Alajuela",0,0,92340
"Heredia","San Pablo",0,0,160550
"Heredia","Heredia",0,0,131100
"Heredia","Barva",0,0,139650
"San José","Goicoechea",160,180,135000
"Alajuela","Alajuela",0,0,114000
"San José","Curridabat",270,216,270000
"San José","Desamparados",370,7448,2.7e+08
"Cartago","Cartago",0,159,104500
"Cartago","El Guarco",140,140,133000
"Cartago","El Guarco",175,180,159000
"San José","San José",511,250,350000
"Cartago","Oreamuno",90,175,89300
"San José","San José",511,250,350000
"Puntarenas","Puntarenas",300,1014,218500
"San José","Goicoechea",112,87.43,NA
"Alajuela","Alajuela",160,1287,304000
"Heredia","Flores",357,280,225000
"Heredia","San Isidro",328,1232,350000
"Heredia","Heredia",250,287,281200
"Alajuela","Alajuela",275,312,350000
"Alajuela","Alajuela",180,110,66500
"Alajuela","Alajuela",700,26435,1200000
"Heredia","San Isidro",150,2000,2e+05
"Alajuela","Atenas",23857,675,559000
"Alajuela","Atenas",210,355,230000
"Alajuela","Atenas",400,1500,315000
"Alajuela","Atenas",160,398,142500
"San José","Escazú",200,0,230000
"Guanacaste","Carrillo",65,181,76000
"San José","Escazú",220,215,225000
"San José","Santa Ana",300,450,350000
"San José","Santa Ana",300,650,750000
"San José","Santa Ana",300,650,750000
"San José","Santa Ana",280,650,750000
"Alajuela","Alajuela",318,351,149275.552
"San José","San José",160,307,108300
"Heredia","Santo Domingo",140,160,114000
"San José","Tibás",251,366,202000
"San José","San José",110,55,51300
"San José","Escazú",160,427,89000
"San José","San José",175,205,176000
"Cartago","El Guarco",150,1406,128250
"Cartago","Cartago",125,165.35,108300
"San José","Desamparados",100,270,310000
"San José","Curridabat",261,250,240000
"San José","Vásquez de Coronado",400,709,425000
"San José","Escazú",250,568,280000
"Cartago","La Unión",151,120,155000
"San José","Escazú",347,0,385000
"Alajuela","Alajuela",1057,3279,2e+06
"San José","Alajuelita",98,98,22800
"Puntarenas","Garabito",150,150,115000
"San José","San José",150,233,175000
"San José","San José",0,0,140000
"Alajuela","Alajuela",230,185,92150
"Alajuela","Alajuela",130,170,98800
"Alajuela","Alajuela",190,160,174800
"Puntarenas","Garabito",175,2000,142500
"Heredia","Barva",180,240,133000
"Heredia","Belén",200,1245,490000
"San José","Santa Ana",440,875,875000
"San José","San José",300,0,250000
"San José","Santa Ana",500,1000,995000
"Cartago","La Unión",182,300,235000
"San José","San José",450,650,385000
"San José","Escazú",200,0,250000
"Alajuela","Grecia",150,2050,142500
"Alajuela","Atenas",400,7000,4e+05
"Heredia","Barva",250,366,250000
"Alajuela","San Mateo",240,4522,247000
"Heredia","Santo Domingo",0,0,108300
"Cartago","Cartago",100,164,94050
"Alajuela","San Carlos",150,150,85500
"Cartago","Cartago",155,136,121600
"Cartago","Paraíso",100,277,98800
"San José","Moravia",0,0,74000
"San José","Escazú",250,347,355000
"San José","Escazú",215,215,250000
"San José","Montes de Oca",60,80,NA
"Cartago","La Unión",230,153,190000
"Heredia","Belén",230,190,2e+05
"San José","Montes de Oca",160,101,180000
"San José","Mora",140,120,130000
"San José","Santa Ana",165,152,225000
"San José","Tibás",497,497,305000
"San José","Tibás",60,60,95000
"Alajuela","Alajuela",137,259,130000
"San José","Curridabat",290,350,290000
"San José","Montes de Oca",131,0,1.6e+08
"San José","Curridabat",154,120,155000
"Cartago","Cartago",79,150,89990
"Heredia","San Pablo",130,0,147000
"Heredia","San Pablo",147,150,159000
"Heredia","Heredia",147,130,177000
"Heredia","Heredia",162,160,177500
"Cartago","La Unión",155,211,153000
"San José","Montes de Oca",155,176,157500
"San José","Escazú",165,150,199000
"San José","Escazú",150,158,170000
"San José","Santa Ana",210,300,205000
"Heredia","San Rafael",74,74,118000
"San José","Moravia",200,159,150000
"Puntarenas","Garabito",80,80,162000
"San José","Desamparados",96,96,97500
"San José","San José",120,120,140000
"San José","San José",74,74,106000
"Alajuela","Alajuela",94,94,98500
"San José","San José",189,189,4e+05
"San José","Escazú",600,400,750000
"Cartago","La Unión",450,851,630000
"Puntarenas","Garabito",1281,1281,195000
"San José","Curridabat",0,0,NA
"Alajuela","San Ramón",80,400,81700
"San José","Santa Ana",320,720,550000
"San José","Montes de Oca",223,223,250000
"Heredia","Barva",190,160,190000
"Heredia","Heredia",130,140,150000
"Heredia","Heredia",129,140,150000
"Heredia","Heredia",320,270,247000
"Heredia","Heredia",150,156,160000
"San José","Curridabat",230,192,2e+05
"San José","Curridabat",230,192,2e+05
"San José","Curridabat",225,120,215000
"Heredia","Heredia",260,323,265000
"San José","Escazú",300,400,395000
"San José","Escazú",220,0,215000
"San José","Escazú",200,0,249000
"San José","Curridabat",230,192,2e+05
"San José","San José",0,0,140000
"San José","Curridabat",0,0,115000
"San José","Montes de Oca",0,0,140000
"San José","Escazú",100,120,1e+05
"San José","Escazú",220,0,1e+06
"San José","Escazú",230,0,235000
"San José","Escazú",250,0,275000
"Heredia","Flores",230,239,NA
"San José","Desamparados",110,120,145000
"San José","San José",0,0,NA
"San José","Santa Ana",0,0,150000
"San José","Escazú",250,300,175000
"San José","Escazú",206,0,303000
"Guanacaste","Santa Cruz",189,0,195000
"San José","Moravia",0,0,260000
"San José","Escazú",0,0,NA
"Puntarenas","Puntarenas",110,0,225000
"Heredia","Heredia",172,188,145000
"Heredia","Heredia",148,160,155800
"San José","Santa Ana",229,0,380000
"San José","Curridabat",150,125,150000
"San José","Escazú",200,150,270000
"San José","Escazú",180,0,218000
"Heredia","San Pablo",110,90,119000
"San José","Escazú",124,124,229000
"Alajuela","Alajuela",85,0,90000
"San José","Curridabat",230,192,2e+05
"Heredia","Heredia",215,290,240000
"San José","San José",270,0,265000
"Heredia","San Rafael",200,640,305000
"San José","Escazú",0,0,NA
"San José","Escazú",180,0,295000
"San José","Curridabat",205,296,220000
"San José","Escazú",208,0,270000
"San José","Escazú",280,307,3e+05
"San José","San José",186,0,195000
"Heredia","Heredia",180,160,226000
"Heredia","Heredia",180,200,205000
"San José","Santa Ana",160,120,2e+05
"Heredia","Heredia",135,160,129000
"San José","Curridabat",210,55,235000
"San José","Montes de Oca",170,0,190000
"Heredia","Heredia",140,160,185000
"San José","Curridabat",230,0,290000
"Cartago","La Unión",77,77,98800
"Cartago","La Unión",150,205,NA
"Heredia","Belén",187,175,220000
"Cartago","La Unión",250,529,335000
"Heredia","Heredia",215,290,260000
"San José","San José",110,0,2e+06
"San José","Escazú",119,0,205000
"San José","Escazú",210,0,250000
"San José","Santa Ana",220,0,220000
"Cartago","La Unión",0,0,NA
"San José","Santa Ana",96,124,135000
"San José","San José",0,0,12400000
"San José","Escazú",174,174,215000
"Puntarenas","Garabito",140,300,180500
"Guanacaste","Liberia",140,300,190000
"San José","Aserrí",120,135,117800
"Alajuela","Alajuela",0,0,1e+05
"San José","San José",0,0,180000
"San José","Moravia",135,135,1.8e+07
